date,temp_max,temp_min,precipitation,city
2024-05-20,22.9,12.4,16.7,Milan
2024-05-21,22.8,14.4,17.0,Milan
2024-05-22,20.6,14.1,3.7,Milan
2024-05-23,18.0,13.2,9.8,Milan
2024-05-24,20.1,11.2,10.8,Milan
2024-05-25,19.8,13.1,9.7,Milan
2024-05-26,24.2,11.1,0.0,Milan
2024-05-27,24.3,14.2,6.6,Milan
2024-05-28,23.6,14.4,0.5,Milan
2024-05-29,23.6,16.3,3.3,Milan
2024-05-30,21.6,15.4,18.0,Milan
2024-05-31,18.8,14.6,8.0,Milan
2024-06-01,24.1,11.9,0.8,Milan
2024-06-02,22.9,13.4,3.1,Milan
2024-06-03,22.5,13.9,2.0,Milan
2024-06-04,22.6,14.2,1.1,Milan
2024-06-05,24.9,14.6,0.1,Milan
2024-06-06,26.4,15.7,0.3,Milan
2024-06-07,26.2,17.2,0.0,Milan
2024-06-08,26.7,17.5,0.0,Milan
2024-06-09,26.7,18.2,15.9,Milan
2024-06-10,26.0,17.3,9.5,Milan
2024-06-11,22.4,16.8,40.2,Milan
2024-06-12,21.8,15.3,25.8,Milan
2024-06-13,22.1,14.1,8.9,Milan
2024-06-14,22.5,14.8,0.1,Milan
2024-06-15,22.4,16.5,3.1,Milan
2024-06-16,24.4,16.3,0.5,Milan
2024-06-17,26.4,15.9,0.0,Milan
2024-06-18,28.5,17.9,0.0,Milan
2024-06-19,29.4,18.7,0.0,Milan
2024-06-20,29.2,21.8,0.1,Milan
2024-06-21,26.5,18.5,20.5,Milan
2024-06-22,27.6,16.4,0.0,Milan
2024-06-23,19.9,16.4,32.8,Milan
2024-06-24,24.0,16.0,1.9,Milan
2024-06-25,23.5,16.9,6.0,Milan
2024-06-26,25.4,15.9,0.7,Milan
2024-06-27,29.0,17.1,0.0,Milan
2024-06-28,30.2,18.5,0.0,Milan
2024-06-29,28.9,20.5,17.8,Milan
2024-06-30,27.0,20.0,1.4,Milan
2024-07-01,25.8,19.4,1.0,Milan
2024-07-02,27.0,17.9,1.2,Milan
2024-07-03,22.0,17.8,10.8,Milan
2024-07-04,25.2,14.4,0.8,Milan
2024-07-05,27.8,16.1,0.0,Milan
2024-07-06,26.7,19.8,3.2,Milan
2024-07-07,25.5,18.7,12.9,Milan
2024-07-08,27.4,18.9,3.8,Milan
2024-07-09,30.0,19.2,0.0,Milan
2024-07-10,30.9,20.6,0.0,Milan
2024-07-11,31.5,20.8,0.0,Milan
2024-07-12,26.9,19.5,57.8,Milan
2024-07-13,27.6,18.3,1.2,Milan
2024-07-14,28.8,18.6,0.0,Milan
2024-07-15,30.8,19.1,0.0,Milan
2024-07-16,30.6,20.6,0.0,Milan
2024-07-17,30.3,20.8,0.1,Milan
2024-07-18,31.0,21.9,0.0,Milan
2024-07-19,30.9,22.6,0.0,Milan
2024-07-20,30.4,20.4,0.6,Milan
2024-07-21,29.4,21.1,1.4,Milan
2024-07-22,31.7,19.9,0.0,Milan
2024-07-23,30.6,22.8,0.0,Milan
2024-07-24,31.1,21.9,0.0,Milan
2024-07-25,30.4,21.5,2.4,Milan
2024-07-26,31.0,22.5,1.3,Milan
2024-07-27,31.4,22.3,0.2,Milan
2024-07-28,33.8,22.9,1.4,Milan
2024-07-29,32.2,22.4,11.4,Milan
2024-07-30,32.5,23.4,0.0,Milan
2024-07-31,32.7,23.6,0.0,Milan
2024-08-01,31.9,22.7,0.1,Milan
2024-08-02,31.4,22.6,0.8,Milan
2024-08-03,32.0,21.4,0.5,Milan
2024-08-04,31.4,22.5,0.0,Milan
2024-08-05,31.9,23.6,0.0,Milan
2024-08-06,31.9,23.2,2.3,Milan
2024-08-07,29.5,22.1,17.4,Milan
2024-08-08,30.5,18.8,0.0,Milan
2024-08-09,32.1,22.0,0.0,Milan
2024-08-10,33.6,23.2,0.0,Milan
2024-08-11,33.8,23.7,0.0,Milan
2024-08-12,33.7,24.4,0.3,Milan
2024-08-13,33.3,23.8,0.2,Milan
2024-08-14,32.6,22.1,1.2,Milan
2024-08-15,31.7,19.8,0.0,Milan
2024-08-16,32.2,20.6,0.0,Milan
2024-08-17,32.0,20.6,0.0,Milan
2024-08-18,25.9,20.4,28.2,Milan
2024-08-19,28.0,19.6,0.7,Milan
2024-08-20,29.6,19.9,0.0,Milan
2024-08-21,31.5,21.0,0.0,Milan
2024-08-22,29.8,22.5,0.1,Milan
2024-08-23,30.6,21.1,3.7,Milan
2024-08-24,31.3,21.1,0.0,Milan
2024-08-25,30.5,20.5,0.7,Milan
2024-08-26,28.1,20.8,12.5,Milan
2024-08-27,28.8,19.6,0.3,Milan
2024-08-28,30.2,19.5,0.0,Milan
2024-08-29,31.6,20.4,0.0,Milan
2024-08-30,32.0,20.0,0.0,Milan
2024-08-31,32.0,21.4,0.0,Milan
2024-09-01,30.8,20.6,15.9,Milan
2024-09-02,28.4,20.3,0.0,Milan
2024-09-03,28.5,19.1,0.3,Milan
2024-09-04,27.7,19.9,12.4,Milan
2024-09-05,21.2,17.8,42.1,Milan
2024-09-06,24.7,17.6,0.9,Milan
2024-09-07,26.3,17.4,0.7,Milan
2024-09-08,22.1,18.6,36.6,Milan
2024-09-09,27.0,17.4,19.2,Milan
2024-09-10,27.9,15.2,0.0,Milan
2024-09-11,24.6,16.7,3.0,Milan
2024-09-12,21.8,12.1,3.1,Milan
2024-09-13,20.5,11.1,0.0,Milan
2024-09-14,20.7,13.8,0.0,Milan
2024-09-15,25.9,12.1,0.0,Milan
2024-09-16,22.6,12.2,0.0,Milan
2024-09-17,19.5,13.4,8.0,Milan
2024-09-18,19.1,12.4,4.1,Milan
2024-09-19,23.1,12.2,0.2,Milan
2024-09-20,24.0,13.3,0.0,Milan
2024-09-21,23.0,13.8,0.8,Milan
2024-09-22,22.6,13.4,0.0,Milan
2024-09-23,20.4,15.4,17.3,Milan
2024-09-24,21.0,13.9,0.2,Milan
2024-09-25,20.1,12.1,0.6,Milan
2024-09-26,19.5,15.9,6.1,Milan
2024-09-27,24.7,15.6,4.9,Milan
2024-09-28,23.4,13.0,3.5,Milan
2024-09-29,20.4,11.6,0.1,Milan
2024-09-30,20.5,14.4,0.0,Milan
2024-10-01,19.0,14.2,3.0,Milan
2024-10-02,19.5,13.8,9.3,Milan
2024-10-03,14.9,13.5,36.3,Milan
2024-10-04,14.6,10.2,9.2,Milan
2024-10-05,17.9,9.1,0.3,Milan
2024-10-06,17.9,8.9,0.0,Milan
2024-10-07,14.8,10.9,3.5,Milan
2024-10-08,16.2,11.2,26.9,Milan
2024-10-09,17.6,10.9,6.2,Milan
2024-10-10,20.9,14.5,28.9,Milan
2024-10-11,20.4,9.7,0.2,Milan
2024-10-12,18.4,11.3,0.6,Milan
2024-10-13,20.2,12.1,0.0,Milan
2024-10-14,17.5,12.1,1.3,Milan
2024-10-15,19.9,12.8,0.1,Milan
2024-10-16,17.0,15.2,24.0,Milan
2024-10-17,18.5,14.6,27.1,Milan
2024-10-18,19.4,14.4,16.5,Milan
2024-10-19,17.0,13.4,18.6,Milan
2024-10-20,21.0,13.9,10.0,Milan
2024-10-21,21.4,12.9,0.0,Milan
2024-10-22,21.3,12.9,0.1,Milan
2024-10-23,18.0,14.4,8.3,Milan
2024-10-24,18.5,13.1,1.0,Milan
2024-10-25,17.0,13.2,5.6,Milan
2024-10-26,18.4,15.2,15.3,Milan
2024-10-27,18.0,13.4,3.5,Milan
2024-10-28,19.9,12.4,0.0,Milan
2024-10-29,19.5,11.4,0.0,Milan
2024-10-30,19.0,11.1,0.0,Milan
2024-10-31,18.5,10.7,0.0,Milan
2024-11-01,18.2,10.2,0.0,Milan
2024-11-02,18.2,9.5,0.0,Milan
2024-11-03,16.9,8.9,0.0,Milan
2024-11-04,14.1,6.9,0.0,Milan
2024-11-05,13.0,6.7,0.0,Milan
2024-11-06,12.4,5.6,0.0,Milan
2024-11-07,12.6,5.9,0.0,Milan
2024-11-08,10.4,6.7,0.0,Milan
2024-11-09,14.1,5.8,0.0,Milan
2024-11-10,13.7,4.4,0.0,Milan
2024-11-11,12.8,4.2,0.0,Milan
2024-11-12,11.7,5.8,0.0,Milan
2024-11-13,11.9,3.4,0.0,Milan
2024-11-14,11.6,4.6,0.1,Milan
2024-11-15,11.1,1.2,0.0,Milan
2024-11-16,7.4,1.9,0.0,Milan
2024-11-17,9.8,2.7,0.0,Milan
2024-11-18,10.6,4.4,0.0,Milan
2024-11-19,8.9,4.8,0.4,Milan
2024-11-20,12.9,4.7,1.3,Milan
2024-11-21,8.1,1.0,2.9,Milan
2024-11-22,8.8,0.1,0.0,Milan
2024-11-23,9.1,-0.3,0.0,Milan
2024-11-24,6.4,0.7,0.3,Milan
2024-11-25,6.8,4.2,1.4,Milan
2024-11-26,8.8,5.7,2.5,Milan
2024-11-27,10.6,5.2,1.1,Milan
2024-11-28,11.6,5.2,0.0,Milan
2024-11-29,12.0,4.9,0.0,Milan
2024-11-30,9.4,3.5,0.0,Milan
2024-12-01,8.1,1.3,0.0,Milan
2024-12-02,6.8,-1.0,0.0,Milan
2024-12-03,8.9,0.4,0.0,Milan
2024-12-04,10.0,3.0,0.0,Milan
2024-12-05,8.9,-0.6,0.0,Milan
2024-12-06,7.1,0.2,0.0,Milan
2024-12-07,4.1,-0.4,7.4,Milan
2024-12-08,4.8,2.2,6.2,Milan
2024-12-09,8.4,3.0,0.8,Milan
2024-12-10,8.1,3.8,0.0,Milan
2024-12-11,9.6,2.2,0.0,Milan
2024-12-12,5.9,1.0,0.0,Milan
2024-12-13,5.1,2.2,0.1,Milan
2024-12-14,5.6,1.4,2.9,Milan
2024-12-15,6.2,-0.6,0.0,Milan
2024-12-16,10.5,-0.1,0.0,Milan
2024-12-17,11.2,4.7,0.0,Milan
2024-12-18,9.7,4.2,0.0,Milan
2024-12-19,6.9,4.2,10.5,Milan
2024-12-20,11.1,2.5,0.0,Milan
2024-12-21,8.2,0.1,0.0,Milan
2024-12-22,5.4,-0.4,1.7,Milan
2024-12-23,9.8,-0.4,0.0,Milan
2024-12-24,11.4,1.9,0.0,Milan
2024-12-25,8.6,-0.6,0.0,Milan
2024-12-26,7.8,-1.9,0.0,Milan
2024-12-27,7.4,-2.3,0.0,Milan
2024-12-28,8.8,-0.3,0.0,Milan
2024-12-29,9.1,-0.6,0.0,Milan
2024-12-30,8.4,-0.9,0.0,Milan
2024-12-31,7.3,-1.4,0.0,Milan
